Index,CUSIP,ISIN,OAPermID,RIC,SEDOL,LipperID,Ticker
CARRC.L,,GB00BRK01058,4295898200,CARRC.L,BRK0105,,CARR
CTO.L,,GB0002015021,4295898240,CTO.L,201502,,CTO
HSTN.L,,GB00B0PPFY88,4295894235,HSTN.L,B0PPFY8,,HSTN
ICP.L,,GB00BYT1DJ19,4295895921,ICP.L,BYT1DJ1,,ICP
MSTL.L,,GB0005957005,4295898551,MSTL.L,595700,,MSI
PFG.L,,GB00B1Z4ST84,4295896565,PFG.L,B1Z4ST8,,PFG
PPH.L,,GG00B1Z5FH87,4295897375,PPH.L,B1Z5FH8,,PPH
RECIV.L,,GB00B0HW5366,4295896423,RECIV.L,B0HW536,65020312,RECI
SDR.L,,GB0002405495,4295895179,SDR.L,240549,,SDR
SAA.L,,GB00B01F7T14,4295894564,SAA.L,B01F7T1,,SAA
SPT.L,,GB0004726096,4295895447,SPT.L,472609,,SPT
STHR.L,,GB00B0KM9T71,4295894380,STHR.L,B0KM9T7,,STHR
JDG.L,,GB0032398678,4295894571,JDG.L,3239867,,JDG
JLEC.L,,JE00B43SP147,4295896069,JLEC.L,B43SP14,,JEL
KGF.L,,GB0033195214,4295895853,KGF.L,3319521,,KGF
LSL.L,,GB00B1G5HX72,4295897703,LSL.L,B1G5HX7,,LSL
PAGE.L,,GB0030232317,4295896211,PAGE.L,3023231,,PAGE
RSTP.L,,GB00B5NR1S72,4295897895,RSTP.L,B5NR1S7,,RST
LOK.L,,GB0007276115,4295897604,LOK.L,727611,,LOK
MACF.L,,GB0005518872,4295894022,MACF.L,551887,,MACF
MNZS.L,,GB0005790059,4295895023,MNZS.L,579005,,MNZS
WTGW.L,,GB00BYNBFN51,4295893881,WTGW.L,BYNBFN5,,WTG
WINEW.L,,GB00B021F836,4295895212,WINEW.L,B021F83,,WINE
MGNS.L,,GB0008085614,4295898725,MGNS.L,808561,,MGNS
MPE.L,,GB0007538100,4295898704,MPE.L,753810,,MPE
OCIO.L,,BMG670131058,4297822859,OCIO.L,B23DL39,68522593,OCI
PURE.L,,BMG7300G1096,4295883450,PURE.L,B29GJG1,,PURE
PHTM.L,,GB0008481250,4295894034,PHTM.L,848125,,PHTM
WATRI.L,,GB00BZ973D04,4295896701,WATRI.L,BZ973D0,,WATR
AVON.L,,GB0000667013,4295894476,AVON.L,66701,,AVON
RCDO.L,,GB0007370074,4295898679,RCDO.L,737007,,RCDO
SDL.L,,GB0009376368,4295896916,SDL.L,937636,,SDL
REAH.L,,GB0002349065,4295898680,REAH.L,234906,,RE.
RWA.L,,GB0008475088,4295895678,RWA.L,847508,,RWA
SAFI.L,,BMG7777B1046,4297264753,SAFI.L,BD0R4T8,,SFI
SLA.L,,GB00BF8Q6K64,4295897744,SLA.L,BF8Q6K6,,SLA
CTR.L,,GB0001883718,4295895976,CTR.L,188371,,CTR
DCD.L,,GB00BBD7QB75,4295896596,DCD.L,BBD7QB7,,DCD
EMG.L,,JE00BJ1DLW90,5037848572,EMG.L,BJ1DLW9,,EMG
BGO.L,,GB00B0BRN552,4295896416,BGO.L,B0BRN55,,BGO
GEMD.L,,VGG379591065,4295860326,GEMD.L,B1P8H48,,GEMD
GKP.L,,BMG4209G2077,4295859627,GKP.L,BYVGFL0,,GKP
GRI.L,,GB00B04V1276,4295893976,GRI.L,B04V127,,GRI
GSK.L,,GB0009252882,4295895781,GSK.L,925288,,GSK
STOB.L,,GB00B03HDJ73,4295896303,STOB.L,B03HDJ7,71001070,STOB
SUS.L,,GB0007655037,4295899041,SUS.L,765503,,SUS
SWL.L,,GB0008667304,4295898779,SWL.L,866730,,SWL
SXS.L,,GB0003308607,4295898320,SXS.L,330860,,SXS
HLMA.L,,GB0004052071,4295895428,HLMA.L,405207,,HLMA
HSM.L,,GB0004178710,4295898425,HSM.L,417871,,HSM
ITV.L,,GB0033986497,4295897705,ITV.L,3398649,,ITV
ACSO.L,,GB0001771426,4295895430,ACSO.L,177142,,ACSO
LTHM.L,,GB00B04NP100,4295898527,LTHM.L,B04NP10,,LTHM
PCA.L,,GB00BF5SGF06,4295897566,PCA.L,BF5SGF0,,PCA
MTVW.L,,GB0006081037,4295898570,MTVW.L,608103,,MTVW
VLX.L,,GB0009390070,4295894098,VLX.L,939007,,VLX
OMG1.L,,GB0030312788,4295896210,OMG1.L,3031278,,OMG
PNS.L,,GB0005132070,5000030728,PNS.L,513207,,PNS
PMGR.L,,GB0006957293,4295898633,PMGR.L,695729,,PMP
POB_p.L,,GB0031049215,5000004283,POB_p.L,3104921,,POB
QQ.L,,GB00B0WMWD03,4295897710,QQ.L,B0WMWD0,,QQ.
VNET.L,,GB00B13YVN56,4295897584,VNET.L,B13YVN5,,VNET
COSG.L,,GB00B64NSP76,4295894495,COSG.L,B64NSP7,,COST
TELF.L,,GB0031022154,4295896251,TELF.L,3102215,,TEF
UANC.L,,GB00BKT04W07,4295895224,UANC.L,BKT04W0,,UANC
TCAPI.L,,GB00B1H0DZ51,4298007875,TCAPI.L,B1H0DZ5,,TCAP
HWG.L,,GB00BYZJ7G42,4295895619,HWG.L,BYZJ7G4,,HWG
UKCM.L,,GB00B19Z2J52,4297755161,UKCM.L,B19Z2J5,65036996,UKCM
VCP.L,,GB00BZC0LC10,4295898849,VCP.L,BZC0LC1,,VCP
RR.L,,GB00B63H8491,5033562382,RR.L,B63H849,,RR.
RIO.L,,GB0007188757,4295894786,RIO.L,718875,,RIO
SMIN.L,,GB00B1WY2338,4295895196,SMIN.L,B1WY233,,SMIN
SSE.L,,GB0007908733,4295894191,SSE.L,790873,,SSE
SVT.L,,GB00B1FH8J72,4295896619,SVT.L,B1FH8J7,,SVT
SGRO.L,,GB00B5ZN1N88,4295895174,SGRO.L,B5ZN1N8,,SGRO
SOG.L,,GB0006300213,4295897551,SOG.L,630021,,SOG
TSCO.L,,GB0008847096,4295895258,TSCO.L,884709,,TSCO
WYWYN.L,,GB0034212331,4295899075,WYWYN.L,3421233,,WYN
YOU.L,,GB00B1VQ6H25,4295899142,YOU.L,B1VQ6H2,,YOU
SYNTS.L,,GB0009887422,4295894935,SYNTS.L,988742,,SYNT
TRCS.L,,GB00B28HSF71,4295896697,TRCS.L,B28HSF7,,TRCS
ULE.L,,GB0009123323,4295894686,ULE.L,912332,,ULE
WPP.L,,JE00B8KF9B49,5037958512,WPP.L,B8KF9B4,,WPP
ZYT.L,,GB0006971013,4295895561,ZYT.L,697101,,ZYT
FRST.L,,GB0031477770,4295894355,FRST.L,3147777,,FDP
NMCN.L,,GB0006452857,4295898590,NMCN.L,645285,,NMCN
NXR.L,,GB00BYYJL418,4295896948,NXR.L,BYYJL41,,NXR
EXPN.L,,GB00B19NLV48,4295894507,EXPN.L,B19NLV4,,EXPN
STAF.L,,GB00B040L800,4295896702,STAF.L,B040L80,,STAF
SRP.L,,GB0007973794,4295898751,SRP.L,797379,,SRP
WEIR.L,,GB0009465807,4295895858,WEIR.L,946580,,WEIR
NXT.L,,GB0032089863,4295895761,NXT.L,3208986,,NXT
PPB.L,,IE00BWT6H894,4295874940,FLTRF.L,BWXC0Z1,,FLTR
RAT.L,,GB0002148343,4295898643,RAT.L,214834,,RAT
IWG.L,,JE00BYVQYS01,5052542368,IWG.L,BYVQYS0,,IWG
DCG.L,,GB0002502812,4295894660,,,,
ATYM.L,,CY0106002112,4297264598,ATYM.L,BYZTVM8,,ATYM
ETO.L,29382B102,CA29382B1022,4295860908,ETO.L,B3XDDH4,,ETO
EIGE.L,,GB00B1L8B624,4295894523,EIGE.L,B1L8B62,,EIG
FIH.L,,GB00BD0CWJ91,4295896455,FIH.L,BD0CWJ9,,FIH
ADML.L,,GB00B02J6398,4295897802,ADML.L,B02J639,,ADM
FUTR.L,,GB00BYZN9041,4295896489,FUTR.L,BYZN904,,FUTR
GHE.L,,GB0003887287,4295898362,GHE.L,388728,71000371,GHE
HRGV.L,,GB00B1VZ0M25,4295894303,HRGV.L,B1VZ0M2,,HL.
HUW.L,,GB00B23XLS45,4295897403,HUW.L,B23XLS4,,HUW
ZTF.L,,GB0009896605,4295894573,ZTF.L,989660,,ZTF
RNK.L,,GB00B1L5QH97,4295894611,RNK.L,B1L5QH9,,RNK
RTO.L,,GB00B082RF11,4295894497,RTO.L,B082RF1,,RTO
UTG.L,,GB0006928617,4295896475,UTG.L,692861,,UTG
VCTX.L,,GB0009292243,4295894616,VCTX.L,929224,,VCT
WG.L,,GB00B5N0P849,4295897144,WG.L,B5N0P84,,WG.
BDEV.L,,GB0000811801,4295894951,BDEV.L,81180,,BDEV
BOTB.L,,GB00B16S3505,4295894724,BOTB.L,B16S350,,BOTB
BISI.L,,GB0001012045,4295898103,BISI.L,101204,,BISI
FSJ.L,,GB0003395000,4295896534,FSJ.L,339500,,FSJ
FSTA.L,,GB00B1YPC344,4295893973,FSTA.L,B1YPC34,,FSTA
GOG.L,,GB0003753778,4295895897,GOG.L,375377,,GOG
HGM.L,,GB0032360173,4295894210,HGM.L,3236017,,HGM
SND.L,,GB00B04X1Q77,4295897699,SND.L,B04X1Q7,,SND
SMJ.L,,GB00B76BK617,4295894404,SMJ.L,B76BK61,,SMJ
TELT.L,,GB00B06GM726,4295897769,TELT.L,B06GM72,,TCM
VOD.L,,GB00BH4HKS39,4295896661,VOD.L,BH4HKS3,,VOD
WSP.L,,GB0009842898,4295895640,WSP.L,984289,,WSP
OLEE.L,,GB0002677085,4295897396,OLEE.L,267708,,OLEE
HSV.L,,GB00BYYTFB60,4295898769,HSV.L,BYYTFB6,,HSV
INVP.L,,GB00B17BBQ50,8589934271,INVP.L,B17BBQ5,,INVP
IGAS.L,,GB00BZ042C28,4295894892,IGAS.L,BZ042C2,,IGAS
BHIB.L,,GB00B1N4G299,4295894514,BHIB.L,B1N4G29,65037028,BHI
FCRE.L,,GB00B012T521,4295899083,BREI.L,B012T52,71001051,BREI
MCB.L,,GB0005746358,4295894528,MCB.L,574635,,MCB
APTD.L,,GB00BVVHWX30,4295894012,APTD.L,BVVHWX3,,APTD
BRW.L,,GB0001765816,5000008255,BRW.L,176581,,BRW
NBI.L,,GB00B0SPFW38,4295896511,NBI.L,B0SPFW3,,NBI
BP.L,,GB0007980591,4295894740,BP.L,798059,,BP.
BYG.L,,GB0002869419,4295897525,BYG.L,286941,,BYG
MBH.L,,GB00B013H060,4295896639,MBH.L,B013H06,,MBH
CAME.L,,GB0001667087,4295893925,CAME.L,166708,,CAM
CBRO.L,,GB0007668071,4295893936,CBRO.L,766807,,CBG
CKN.L,,GB0002018363,4295898196,CKN.L,201836,,CKN
CSSG.L,,GB00B5MJV178,4295894931,CSSG.L,B5MJV17,,CSSG
CWK.L,,GB0002318888,4295898537,CWK.L,231888,,CWK
XPP.L,,SG9999003735,5001450334,XPP.L,B1RMWL0,,XPP
CPG.L,,GB00BD6K4575,4295895403,CPG.L,BD6K457,,CPG
GHS.L,,GB00BYRH4982,4295896575,GHS.L,BYRH498,,GHS
SPX.L,,GB00BWFGQN14,4295894930,SPX.L,BWFGQN1,,SPX
SOLI.L,,GB0008237132,4295895315,SOLI.L,823713,,SOLI
TED.L,,GB0001048619,4295896132,TED.L,104861,,TED
NG.L,,GB00BDR05C01,4295894468,NG.L,BDR05C0,,NG.
NUM.L,,GB00B05M6465,4295895267,NUM.L,B05M646,,NUM
NEX.L,,GB0006215205,4295895583,NEX.L,621520,,NEX
POLR.L,,GB00B1GCLT25,4295897777,POLR.L,B1GCLT2,,POLR
PAYP.L,,GB00B02QND93,4295897722,PAYP.L,B02QND9,,PAY
RQIH.L,,BMG7371X1065,5040265612,RQIH.L,BBL4RK6,,RQIH
TTG.L,,GB0008711763,4295894916,TTG.L,871176,,TTG
ULVR.L,,GB00B10RZP78,4295894770,ULVR.L,B10RZP7,,ULVR
GOR.L,,GB00BZBY3Y09,4295896946,GOR.L,BZBY3Y0,,GOR
WIL.L,,GB0009692319,4295894693,WIL.L,969231,,WIL
WOXC.L,,GB00B01YQ796,4295898899,WOXC.L,B01YQ79,,WRN
VP.L,,GB0009286963,4295894109,VP.L,928696,,VP.
DNLM.L,,GB00B1CKQ739,4295894902,DNLM.L,B1CKQ73,,DNLM
ELCO.L,,GB0003081246,4295893982,ELCO.L,308124,,ELCO
EZJ.L,,GB00B7KR2P84,4295895815,EZJ.L,B7KR2P8,,EZJ
RSW.L,,GB0007323586,4295896547,RSW.L,732358,,RSW
SCPA.L,,GB0007281198,4295895155,SCPA.L,728119,,SCPA
SLI.L,,GB0033875286,4297018387,SLI.L,3387528,71001040,SLI
SLNG.L,,GB0008138009,4295898729,SLNG.L,813800,,SLNG
GVC.L,,IM00B5VQMV65,5001428097,GVC.L,B5VQMV6,,GVC
HEAD.L,,GB0004170089,4295898391,HEAD.L,417008,,HEAD
SPHN.L,,GB00BSZM1369,4295895256,SPHN.L,BSZM136,,SPE
TLW.L,,GB0001500809,4295894926,TLW.L,150080,,TLW
TND.L,,GB00B460T373,4295898305,TND.L,B460T37,,TND
TXH.L,,GB0008850470,4295898823,TXH.L,885047,,TXH
VLE.L,,GB0032302688,4295896536,VLE.L,3230268,,VLE
VTC.L,,GB0009296665,4295895445,VTC.L,929666,,VTC
IHG.L,,GB00BHJYC057,4295894762,IHG.L,BHJYC05,,IHG
JMF.L,,GB0002357613,4295893954,JMF.L,235761,71000281,JMF
RDI.L,,IM00BH3JLY32,5044196622,RDI.L,BH3JLY3,65080607,RDI
LGEN.L,,GB0005603997,4295895043,LGEN.L,560399,,LGEN
LMPL.L,,GB00B4WFW713,4297668512,LMPL.L,B4WFW71,,LMP
LWDB.L,,GB0031429219,4295894011,LWDB.L,3142921,71000472,LWDB
MARS.L,,GB00B1JQDM80,4295895470,MARS.L,B1JQDM8,,MARS
MPAC.L,,GB0005991111,4295895025,MPAC.L,599111,,MPAC
MGAMM.L,,GB0006027295,4295895027,MGAMM.L,602729,,MGAM
MCKS.L,,GB0005522007,4295894016,MCKS.L,552200,,MCKS
MTWL.L,,GB00B0MT3Y97,4295897685,MTWL.L,B0MT3Y9,,MTW
OXIG.L,,GB0006650450,4295896186,OXIG.L,665045,,OXIG
PNIG.L,,GB0002570660,4295895652,PNIG.L,257066,,PEN
PHP.L,,GB00BYRJ5J14,4295895245,PHP.L,BYRJ5J1,,PHP
PRP.L,,GB00B4ZG0R74,4295898056,PRP.L,B4ZG0R7,,PRP
PTEC.L,,IM00B7S9G985,5037842611,PTEC.L,B7S9G98,,PTEC
REL.L,,GB00B2B0DG97,4295894769,REL.L,B2B0DG9,,REL
PNN.L,,GB00B18V8630,4295898865,PNN.L,B18V863,,PNN
PORV.L,,GB0006963689,4295898642,PORV.L,696368,,PRV
RPS.L,,GB0007594764,4295898700,RPS.L,759476,,RPS
RWS.L,,GB00BVFCZV34,4295899061,RWS.L,BVFCZV3,,RWS
SMP.L,,GB0007291015,4295894083,SMP.L,729101,,SMP
SQZ.L,,GB00B0CY5V57,4295896438,SQZ.L,B0CY5V5,,SQZ
SJP.L,,GB0007669376,4295898928,SJP.L,766937,,STJ
TOWNT.L,,GB0003062816,4295894077,TOWNT.L,306281,,TOWN
URU.L,,VGG930042012,4295888499,URU.L,BH0LMN8,,URU
SGE.L,,GB00B8C3BL03,4295898763,SGE.L,B8C3BL0,,SGE
STVG.L,,GB00B3CX3644,4295895741,STVG.L,B3CX364,,STVG
SNR.L,,GB0007958233,4295895732,SNR.L,795823,,SNR
SSY.L,,IE00BD9PKV79,5066574715,SSY.L,BGRW839,,SSY
BONH.L,,GB00BFWYSS80,4295896213,BONH.L,BFWYSS8,,BONH
WKP.L,,GB00B67G5X01,4295896163,WKP.L,B67G5X0,,WKP
XAR.L,,GB0001570810,4295896164,XAR.L,157081,,XAR
AHT.L,,GB0000536739,4295898044,AHT.L,53673,,AHT
AMSU.L,,GB0004536594,4295894873,AMSU.L,453659,,AMS
ASOS.L,,GB0030927254,4295896209,ASOS.L,3092725,,ASC
ANSY.L,,GB0002684552,4295898102,ANSY.L,268455,,ASY
BHPB.L,,GB00BH0P3Z91,4295894852,BHPB.L,BH0P3Z9,,BHP
CLSH.L,,GB00BF044593,4295895868,CLSH.L,BF04459,,CLI
VSVS.L,,GB00B82YXW83,5037942828,VSVS.L,B82YXW8,,VSVS
CWR.L,,GB00BG5KQW09,4295899121,CWR.L,BG5KQW0,,CWR
CRH.L,,IE0001827041,4295874867,CRH.L,182704,,CRH
CRW.L,,GB00B2425G68,4295897771,CRW.L,B2425G6,,CRW
DVO.L,,GB0002670437,4295895617,DVO.L,267043,,DVO
UAI.L,,GB0002668464,4295893972,UAI.L,266846,,UAI
HFD.L,,GB00B012TP20,4295899015,HFD.L,B012TP2,,HFD
REDD.L,,GB00BLWF0R63,4295896036,REDD.L,BLWF0R6,,REDD
HMSO.L,,GB0004065016,4295895059,HMSO.L,406501,,HMSO
IMB.L,,GB0004544929,4295894647,IMB.L,454492,,IMB
JHD.L,,GB00B0LS8535,4295898417,JHD.L,B0LS853,,JHD
LAND.L,,GB00BYW0PQ60,4295895028,LAND.L,BYW0PQ6,,LAND
MGGT.L,,GB0005758098,4295895717,MGGT.L,575809,,MGGT
MKLW.L,,GB0006091408,4295894031,MKLW.L,609140,,MKLW
OCN.L,,BMG6699D1074,4295860261,OCN.L,655790,,OCN
PRU.L,,GB0007099541,8589934227,PRU.L,709954,,PRU
RMV.L,,GB00BGDT3G23,4295899077,RMV.L,BGDT3G2,,RMV
RM.L,,GB00BJT0FF39,4295894548,RM.L,BJT0FF3,,RM.
SISGM.L,,GB0004225073,4295897483,SISGM.L,422507,,SGM
TFW.L,,GB00BC9ZLX92,4295898781,TFW.L,BC9ZLX9,,TFW
TRS.L,,JE00B3DG9318,4298076920,TRS.L,B3DG931,,TRS
UU.L,,GB00B39J2M42,5000039682,UU.L,B39J2M4,,UU.
YNGa.L,,GB00B2NDK765,4295898916,YNGa.L,B2NDK76,,YNGA
ATWG.BE,,DE0005034201,5001172439,ATWG.BE,,,ATW
BYBKk.BE,,DE000A1RFML1,5066578652,BYBKk.BE,B91LKJ3,,BYBK
BRLG.BE,,DE0005272702,4295868662,BRLG.BE,4124081,,BAG
DNIG.BE,,DE0005542401,4295870195,DNIG.BE,,,DN1
ELKG.BE,,DE0005254007,4295868837,ELKG.BE,,,ELK
FTRKk.BE,,DE000A1TNUU5,4297894257,FTRKk.BE,B9XQQ43,,FTRK
HAKG.BE,,DE0006058001,4295869371,HAKG.BE,,,HAK
NSTG.BE,,DE0006770001,4295868990,NSTG.BE,,,NST
M5SG.BE,,DE000A0H1GY2,4297608424,M5SG.BE,,,M5S
NEPG.BE,,DE0008271008,4295868876,NEPG.BE,,,NEP
VHOG.BE,,DE0007600405,4295869899,VHOG.BE,,,VHO
3IT.F,,NL0006129074,5067501743,3IT.F,B29QYT9,,3IT
ALXG.F,,DE0005032007,4295868707,ALXG.F,,,ALX
BEFG.F,,DE0005221303,4295869463,BEFG.F,,,BFV
BLHG.F,,DE0005261606,4295869364,BLHG.F,5368543,,BLH
BMMG.F,,DE0005275507,4295869175,BMMG.F,,,BMM
BSSG.F,,DE000A2BPP88,4295869281,BSSG.F,BDFF3Z6,,BSS
BTGGg.F,,DE0005229942,5037662836,BTGGg.F,7018170,,BTG4
CPUGk.F,,DE000A0WMPN8,4295869772,CPUGk.F,,,CPU2
CEKG.F,,DE0005407407,4295869731,CEKG.F,5563508,,CEK
DCIGk.F,,DE000A11QU11,4295870052,DCIGk.F,BP46PS1,,DCIK
CY1k.F,,DE000A2AAE22,5059015471,CY1k.F,BZ6RX66,,CY1K
BBHKk.F,,DE000A2LQT08,4295869458,BBHKk.F,,,BBHK
BBIG.F,,DE0005280002,4295870000,BBIG.F,,,BBI
ERWE.F,,DE000A1X3WX6,4295870228,ERWE.F,BCZRWS1,,ERWE
EUXG.F,,DE0005660104,4298007991,EUXG.F,5962718,,EUX
EUKG_p.F,,DE0005706535,4295868853,EUKG_p.F,,,EUK3
DREGa.F,,DE0008055021,4295869384,DREGa.F,,,DRE2
CTNGk.F,,DE000A1TNMM9,4295868689,CTNGk.F,BCKFK19,,CTNK
EDDG_p.F,,DE0005647937,4295869403,EDDG_p.F,,,EDD3
FVIG.F,,DE000A0MW975,4297709048,FVIG.F,B298W35,,FVI
HETAn.F,,DE000A1X3WW8,5000723127,HETAn.F,BCRY6D3,,HETA
BHSG.F,,DE0006102007,4295869078,BHSG.F,5258923,,HUL
IFS1.F,,DE0006097108,4295869282,IFS1.F,5427659,,IFS
I5Q1.F,,CH0315260122,4295890550,I5Q1.F,BYN5QL2,,I5Q1
EISG.F,,DE0005658009,4295870002,EISG.F,4606534,,EIS
HYIG.F,,DE0006004500,4295869329,HYIG.F,,,HYI
EIFG.F,,DE0005653604,4295869381,EIFG.F,,,EIF
II8G.F,,DE000A0JC0V8,4295870029,II8G.F,B1L81L7,,II8
IPOAk.F,,DE000A2NB502,4295870303,IPOAk.F,BF2N6J2,,IPOA
H9O1k.F,,DE000A1MMCR6,4295870311,H9O1k.F,B7133Z2,,H9O1
FHWG.F,,DE0005767909,4295868856,FHWG.F,,,FHW
IFAG.F,,DE0006131204,4295869140,IFAG.F,4472508,,IFA
LKBG.F,,DE000A0N3EU3,5034761901,LKBG.F,B2R06G4,,LKB
KSWG.F,,DE000A161309,4295869906,KSWG.F,BYZKHR8,,KSW
MBHG_p.F,,DE0006052830,4295869008,MBHG_p.F,5557039,,MBH3
AAHG.F,,DE0005009740,4295868722,AAHG.F,,,AAH
ADCG.F,,DE0005214506,4295869306,ADCG.F,4738891,,ADC
LECG.F,,DE0006458003,4295868976,LECG.F,4508340,,LEC
MUTG.F,,DE0006614001,5057942105,MUTG.F,,,MUT
MNVG.F,,DE0006553464,4295869544,MNVG.F,4555186,,MNV6
SWOG.F,,DE0007228009,4295869347,SWOG.F,4793715,,AAA
HNDG.F,,DE0006069008,4295868988,HNDG.F,5347694,,NLM
ODEG.F,,DE0006853005,5001639014,ODEG.F,5661327,,ODE
MSHGn.F,,DE0007016008,4295869431,MSHGn.F,7201806,,MSH
NWXG.F,,DE0006775505,5058534828,NWXG.F,,,NWX
PCP1.F,,DE000A2DA406,5059021421,PCP1.F,BZ14YC5,,PCP
NUCG.F,,DE0006789605,4295868706,NUCG.F,,,NUC
PKBG.F,,DE0006902000,4295868850,PKBG.F,5780329,,PKB
PEHG.F,,DE0006201403,4295869929,PEHG.F,5572203,,PEH
OELG.F,,DE0007269003,4295868994,OELG.F,4655666,,OEL
OLGG.F,,DE0006851603,4295868700,OLGG.F,4654759,,OLG
PHHGn.F,,DE0007474041,4295869010,PHHGn.F,7540617,,PHH2
ELNk.F,,DE000A0WMJQ4,5049103068,ELNk.F,5563564,,ELN
P9RG.F,,DE0005870323,4295870031,P9RG.F,,,P9R
PITG.F,,DE0006925001,4295868999,PITG.F,4690300,,PIT
RGBG.F,,DE0008009564,4295869675,RGBG.F,,,RGB
RKBG.F,,DE0008103102,4295868793,RKBG.F,4735267,,RKB
SSHG.F,,DE0007346603,4295869422,SSHG.F,4738329,,SSH
SIMG.F,,DE0007239402,4295868864,SIMG.F,4809946,,SIM
SHSGk.F,,DE000A0XFWK2,4295869815,SHSGk.F,5682867,,SHWK
SCMG.F,,DE0007216707,4295868721,SCMG.F,5051241,,SCM
LBAG.F,,DE0005141006,4295870038,LBAG.F,,,LBA
SPTG.F,,DE000A0NK3W4,4295869730,SPTG.F,B1VV246,,SPT6
RTVGn.F,,DE000A161N14,4295869826,RTVGn.F,BYSQKD0,,RTV
SPBH.F,,DE0007224008,5068936621,SPBH.F,,,SPB
TTOG.F,,DE0007501009,4295869860,TTOG.F,5723302,,TTO
TSSG.F,,DE0005405104,4295868830,TSSG.F,,,TSS
TURG.F,,DE0007504508,4295869424,TURG.F,,,TUR
SFP1.F,,DE000A0AHT46,4295869849,SFP1.F,B02F897,,SFP1
SMBG.F,,DE0007218901,4295868877,SMBG.F,5727649,,SMB
T2GG.F,,DE0005216907,4298007780,T2GG.F,B1FLVJ0,,T2G
VEHG.F,,DE0007600108,4295869538,VEHG.F,,,VEH
VVAGk.F,,DE000A1E8G88,4295869765,VVAGk.F,B15S8G7,,VG0K
TVDGk.F,,DE000A0L1NQ8,5000631757,TVDGk.F,B1GYBQ5,,TVD6
VMR1k.F,,DE000A1RFHN7,4295869753,VMR1k.F,B8MLC77,,VMR1
WWGG.F,,DE0007760001,4295868943,WWGG.F,,,WWG
UCA1.F,,DE000A12UK57,4295869724,UCA1.F,BQPTNT3,,UCA1
ZARG.F,,DE0007850000,4295868786,ZARG.F,,,ZAR
4DSG.DE,,DE0007830572,5034754899,4DSG.DE,,,4DS
ADLG.DE,,DE0005008007,5065356748,ADLG.DE,,,ADL
AOFG.DE,,DE0005104400,4295870078,AOFG.DE,,,AOF
APME.DE,,NL0000238145,4295884826,APME.DE,,,APM
ARLG.DE,,DE0005408116,4295870187,ARLG.DE,,,ARL
AYDGn.DE,,DE000A1K0375,4295869834,AYDGn.DE,,,ART
A8AG.DE,,DE000A0B9N37,4295868710,A8AG.DE,,,A8A
AAQG.DE,,DE0005066609,4295869771,AAQG.DE,,,AAQ
AFXG.DE,,DE0005313704,4295870081,AFXG.DE,,,AFX
B7EG.DE,,DE000A0JM2M1,4296289529,B7EG.DE,,,B7E
A1OS.DE,,DE0005110001,4295869716,A1OS.DE,,,A1OS
BASFn.DE,,DE000BASF111,4295869198,BASFn.DE,,,BAS
CLIQ.DE,,DE000A0HHJR3,5038073631,CLIQ.DE,,,CLIQ
ADSGn.DE,,DE000A1EWWW0,4295868725,ADSGn.DE,,,ADS
A7AGn.DE,,DE0001218063,4297675068,A7AGn.DE,,,A7A
ARTG.DE,,DE000A0DNAY5,4295869041,ARTG.DE,,,ACX
AIXGn.DE,,DE000A0WMPJ6,5001428570,AIXGn.DE,,,AIXA
BEIG.DE,,DE0005200000,4295869070,BEIG.DE,,,BEI
A5ABk.DE,,DE000A2E3707,4295868702,A5ABk.DE,,,A5AB
A6TG.DE,,DE0005209589,4295870108,A6TG.DE,,,A6T
AMDG.DE,,DE0005093108,4295869738,AMDG.DE,,,AAD
B8FGn.DE,,DE0006046113,4295870275,B8FGn.DE,,,B8F
AOXG.DE,,DE000A0LD2U1,4295870318,AOXG.DE,,,AOX
ACWNn.DE,,DE000A1TNNN5,4295869436,ACWNn.DE,,,ACWN
AEIGn.DE,,DE000A2GS633,5037586654,AEIGn.DE,,,AEIN
MTVG.DE,,DE0006569403,4295870160,MTVG.DE,,,ALG
BC8G.DE,,DE0005158703,4295870093,BC8G.DE,,,BC8
BDTG.DE,,DE0005232805,4295869269,BDTG.DE,,,BDT
ADAG.DE,,DE0005103006,5037659154,ADAG.DE,,,ADV
ALVG.DE,,DE0008404005,4295870171,ALVG.DE,,,ALV
CEAG.DE,,DE0006201106,4295870247,CEAG.DE,,,CEA
CBKG.DE,,DE000CBK1001,8589934314,CBKG.DE,,,CBK
CDBG.DE,,DE0005428007,4295870147,CDBG.DE,,,COM
DEZG.DE,,DE0006305006,4295869220,DEZG.DE,,,DEZ
DTDGk.DE,,DE0001262152,4295869704,DTDGk.DE,,,DTD2
ECKG.DE,,DE0005199905,4295869514,ECKG.DE,,,ECK
DICn.DE,,DE000A1X3XX4,4295869146,DICn.DE,,,DIC
BOSSn.DE,,DE000A1PHFF7,4295869603,BOSSn.DE,,,BOSS
DBANn.DE,,DE000A1TNUT7,4295869209,DBANn.DE,,,DBAN
DUEG.DE,,DE0005565204,4295868826,DUEG.DE,,,DUE
DISG.DE,,DE0005538607,4295870236,DISG.DE,,,DIS
ETGG.DE,,DE000A0MVLS8,4295868679,ETGG.DE,,,ETG
FEVG.DE,,DE0005774103,4295869460,FEVG.DE,,,FEV
DAMG.DE,,DE0005498901,4295868835,DAMG.DE,,,DAM
